"country","scenario","sex","age","disease","risk","variable","tmrel","increment","units","y_2014","y_2015","y_2016","y_2017","y_2018"
0,0,"Female","80-84","Acute myeloid leukemia","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.208","1.208","1.208","1.208","1.208"
0,0,"Male","80-84","Chronic myeloid leukemia","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.086","1.086","1.086","1.086","1.086"
0,0,"Male","80-84","Chronic myeloid leukemia","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.053","1.053","1.053","1.053","1.053"
0,0,"Male","80-84","Chronic myeloid leukemia","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.119","1.119","1.119","1.119","1.119"
0,0,"Female","80-84","Chronic myeloid leukemia","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.131","1.131","1.131","1.131","1.131"
0,0,"Female","80-84","Chronic myeloid leukemia","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.061","1.061","1.061","1.061","1.061"
0,0,"Female","80-84","Chronic myeloid leukemia","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.208","1.208","1.208","1.208","1.208"
0,0,"Male","80-84","Other leukemia","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.086","1.086","1.086","1.086","1.086"
0,0,"Male","80-84","Other leukemia","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.053","1.053","1.053","1.053","1.053"
0,0,"Male","80-84","Other leukemia","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.119","1.119","1.119","1.119","1.119"
0,0,"Female","80-84","Other leukemia","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.131","1.131","1.131","1.131","1.131"
0,0,"Female","80-84","Other leukemia","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.061","1.061","1.061","1.061","1.061"
0,0,"Female","80-84","Other leukemia","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.208","1.208","1.208","1.208","1.208"
0,0,"Male","80-84","Ischemic heart disease","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","2.274","2.274","2.274","2.274","2.274"
0,0,"Male","80-84","Ischemic heart disease","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.259","1.259","1.259","1.259","1.259"
0,0,"Male","80-84","Ischemic heart disease","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","3.683","3.683","3.683","3.683","3.683"
0,0,"Female","80-84","Ischemic heart disease","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","2.274","2.274","2.274","2.274","2.274"
0,0,"Female","80-84","Ischemic heart disease","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.259","1.259","1.259","1.259","1.259"
0,0,"Female","80-84","Ischemic heart disease","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","3.683","3.683","3.683","3.683","3.683"
0,0,"Male","80-84","Ischemic stroke","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","2.472","2.472","2.472","2.472","2.472"
0,0,"Male","80-84","Ischemic stroke","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.4","1.4","1.4","1.4","1.4"
0,0,"Male","80-84","Ischemic stroke","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","3.975","3.975","3.975","3.975","3.975"
0,0,"Female","80-84","Ischemic stroke","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","2.472","2.472","2.472","2.472","2.472"
0,0,"Female","80-84","Ischemic stroke","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.4","1.4","1.4","1.4","1.4"
0,0,"Female","80-84","Ischemic stroke","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","3.975","3.975","3.975","3.975","3.975"
0,0,"Male","80-84","Intracerebral hemorrhage","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","3.066","3.066","3.066","3.066","3.066"
0,0,"Male","80-84","Intracerebral hemorrhage","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.751","1.751","1.751","1.751","1.751"
0,0,"Male","80-84","Intracerebral hemorrhage","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","5.334","5.334","5.334","5.334","5.334"
0,0,"Female","80-84","Intracerebral hemorrhage","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","3.066","3.066","3.066","3.066","3.066"
0,0,"Female","80-84","Intracerebral hemorrhage","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.751","1.751","1.751","1.751","1.751"
0,0,"Female","80-84","Intracerebral hemorrhage","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","5.334","5.334","5.334","5.334","5.334"
0,0,"Male","80-84","Subarachnoid hemorrhage","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","3.066","3.066","3.066","3.066","3.066"
0,0,"Male","80-84","Subarachnoid hemorrhage","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.751","1.751","1.751","1.751","1.751"
0,0,"Male","80-84","Subarachnoid hemorrhage","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","5.334","5.334","5.334","5.334","5.334"
0,0,"Female","80-84","Subarachnoid hemorrhage","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","3.066","3.066","3.066","3.066","3.066"
0,0,"Female","80-84","Subarachnoid hemorrhage","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.751","1.751","1.751","1.751","1.751"
0,0,"Female","80-84","Subarachnoid hemorrhage","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","5.334","5.334","5.334","5.334","5.334"
0,0,"Male","80-84","Hypertensive heart disease","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","3.122","3.122","3.122","3.122","3.122"
0,0,"Male","80-84","Hypertensive heart disease","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.588","1.588","1.588","1.588","1.588"
0,0,"Male","80-84","Hypertensive heart disease","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","5.498","5.498","5.498","5.498","5.498"
0,0,"Female","80-84","Hypertensive heart disease","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","3.122","3.122","3.122","3.122","3.122"
0,0,"Female","80-84","Hypertensive heart disease","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.588","1.588","1.588","1.588","1.588"
0,0,"Female","80-84","Hypertensive heart disease","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","5.498","5.498","5.498","5.498","5.498"
0,0,"Male","80-84","Atrial fibrillation and flutter","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.344","1.344","1.344","1.344","1.344"
0,0,"Male","80-84","Atrial fibrillation and flutter","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.231","1.231","1.231","1.231","1.231"
0,0,"Male","80-84","Atrial fibrillation and flutter","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.473","1.473","1.473","1.473","1.473"
0,0,"Female","80-84","Atrial fibrillation and flutter","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.346","1.346","1.346","1.346","1.346"
0,0,"Female","80-84","Atrial fibrillation and flutter","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.22","1.22","1.22","1.22","1.22"
0,0,"Female","80-84","Atrial fibrillation and flutter","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.475","1.475","1.475","1.475","1.475"
0,0,"Male","80-84","Asthma","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.409","1.409","1.409","1.409","1.409"
0,0,"Male","80-84","Asthma","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.29","1.29","1.29","1.29","1.29"
0,0,"Male","80-84","Asthma","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.545","1.545","1.545","1.545","1.545"
0,0,"Female","80-84","Asthma","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.402","1.402","1.402","1.402","1.402"
0,0,"Female","80-84","Asthma","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.275","1.275","1.275","1.275","1.275"
0,0,"Female","80-84","Asthma","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.532","1.532","1.532","1.532","1.532"
0,0,"Male","80-84","Gallbladder and biliary diseases","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.464","1.464","1.464","1.464","1.464"
0,0,"Male","80-84","Gallbladder and biliary diseases","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.291","1.291","1.291","1.291","1.291"
0,0,"Male","80-84","Gallbladder and biliary diseases","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.64","1.64","1.64","1.64","1.64"
0,0,"Female","80-84","Gallbladder and biliary diseases","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.729","1.729","1.729","1.729","1.729"
0,0,"Female","80-84","Gallbladder and biliary diseases","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.571","1.571","1.571","1.571","1.571"
0,0,"Female","80-84","Gallbladder and biliary diseases","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.893","1.893","1.893","1.893","1.893"
0,0,"Male","80-84","Alzheimer's disease and other dementias","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.218","1.218","1.218","1.218","1.218"
0,0,"Male","80-84","Alzheimer's disease and other dementias","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.054","1.054","1.054","1.054","1.054"
0,0,"Male","80-84","Alzheimer's disease and other dementias","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.409","1.409","1.409","1.409","1.409"
0,0,"Female","80-84","Alzheimer's disease and other dementias","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.214","1.214","1.214","1.214","1.214"
0,0,"Female","80-84","Alzheimer's disease and other dementias","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.047","1.047","1.047","1.047","1.047"
0,0,"Female","80-84","Alzheimer's disease and other dementias","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.404","1.404","1.404","1.404","1.404"
0,0,"Male","80-84","Diabetes mellitus type 2","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","3.547","3.547","3.547","3.547","3.547"
0,0,"Male","80-84","Diabetes mellitus type 2","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","2.314","2.314","2.314","2.314","2.314"
0,0,"Male","80-84","Diabetes mellitus type 2","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","5.219","5.219","5.219","5.219","5.219"
0,0,"Female","80-84","Diabetes mellitus type 2","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","3.547","3.547","3.547","3.547","3.547"
0,0,"Female","80-84","Diabetes mellitus type 2","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","2.314","2.314","2.314","2.314","2.314"
0,0,"Female","80-84","Diabetes mellitus type 2","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","5.219","5.219","5.219","5.219","5.219"
0,0,"Male","80-84","Chronic kidney disease due to diabetes mellitus type 2","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Male","80-84","Chronic kidney disease due to diabetes mellitus type 2","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Male","80-84","Chronic kidney disease due to diabetes mellitus type 2","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Female","80-84","Chronic kidney disease due to diabetes mellitus type 2","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Female","80-84","Chronic kidney disease due to diabetes mellitus type 2","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Female","80-84","Chronic kidney disease due to diabetes mellitus type 2","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Male","80-84","Chronic kidney disease due to hypertension","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Male","80-84","Chronic kidney disease due to hypertension","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Male","80-84","Chronic kidney disease due to hypertension","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Female","80-84","Chronic kidney disease due to hypertension","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Female","80-84","Chronic kidney disease due to hypertension","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Female","80-84","Chronic kidney disease due to hypertension","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Male","80-84","Chronic kidney disease due to glomerulonephritis","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Male","80-84","Chronic kidney disease due to glomerulonephritis","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Male","80-84","Chronic kidney disease due to glomerulonephritis","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Female","80-84","Chronic kidney disease due to glomerulonephritis","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Female","80-84","Chronic kidney disease due to glomerulonephritis","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Female","80-84","Chronic kidney disease due to glomerulonephritis","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Male","80-84","Chronic kidney disease due to other and unspecified causes","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Male","80-84","Chronic kidney disease due to other and unspecified causes","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Male","80-84","Chronic kidney disease due to other and unspecified causes","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Female","80-84","Chronic kidney disease due to other and unspecified causes","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Female","80-84","Chronic kidney disease due to other and unspecified causes","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Female","80-84","Chronic kidney disease due to other and unspecified causes","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Male","80-84","Cataract","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.104","1.104","1.104","1.104","1.104"
0,0,"Male","80-84","Cataract","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.052","1.052","1.052","1.052","1.052"
0,0,"Male","80-84","Cataract","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.157","1.157","1.157","1.157","1.157"
0,0,"Female","80-84","Cataract","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.104","1.104","1.104","1.104","1.104"
0,0,"Female","80-84","Cataract","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.052","1.052","1.052","1.052","1.052"
0,0,"Female","80-84","Cataract","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.157","1.157","1.157","1.157","1.157"
0,0,"Male","80-84","Osteoarthritis hip","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Male","80-84","Osteoarthritis hip","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Male","80-84","Osteoarthritis hip","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Female","80-84","Osteoarthritis hip","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Female","80-84","Osteoarthritis hip","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Female","80-84","Osteoarthritis hip","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Male","80-84","Osteoarthritis knee","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Male","80-84","Osteoarthritis knee","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Male","80-84","Osteoarthritis knee","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Female","80-84","Osteoarthritis knee","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Female","80-84","Osteoarthritis knee","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Female","80-84","Osteoarthritis knee","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Male","80-84","Low back pain","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Male","80-84","Low back pain","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Male","80-84","Low back pain","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Female","80-84","Low back pain","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Female","80-84","Low back pain","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Female","80-84","Low back pain","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","0","0","0","0","0"
0,0,"Male","80-84","Gout","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.628","1.628","1.628","1.628","1.628"
0,0,"Male","80-84","Gout","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.34","1.34","1.34","1.34","1.34"
0,0,"Male","80-84","Gout","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.964","1.964","1.964","1.964","1.964"
0,0,"Female","80-84","Gout","High body-mass index in adults","Relative Risk",22.5,5,"kg/m2","1.628","1.628","1.628","1.628","1.628"
0,0,"Female","80-84","Gout","High body-mass index in adults","Relative Risk 2.5",22.5,5,"kg/m2","1.34","1.34","1.34","1.34","1.34"
0,0,"Female","80-84","Gout","High body-mass index in adults","Relative Risk 97.5",22.5,5,"kg/m2","1.964","1.964","1.964","1.964","1.964"
0,0,"Male","85-89","Breast cancer","Diet high in red meat","Relative Risk",23,65,"g/day","1.08","1.08","1.08","1.08","1.08"
0,0,"Male","85-89","Breast cancer","Diet high in red meat","Relative Risk 2.5",23,65,"g/day","1.06","1.06","1.06","1.06","1.06"
0,0,"Male","85-89","Breast cancer","Diet high in red meat","Relative Risk 97.5",23,65,"g/day","1.09","1.09","1.09","1.09","1.09"
0,0,"Female","85-89","Breast cancer","Diet high in red meat","Relative Risk",23,65,"g/day","1.08","1.08","1.08","1.08","1.08"
0,0,"Female","85-89","Breast cancer","Diet high in red meat","Relative Risk 2.5",23,65,"g/day","1.06","1.06","1.06","1.06","1.06"
0,0,"Female","85-89","Breast cancer","Diet high in red meat","Relative Risk 97.5",23,65,"g/day","1.09","1.09","1.09","1.09","1.09"
0,0,"Male","85-89","Colon and rectum cancer","Diet high in red meat","Relative Risk",23,65,"g/day","1.08","1.08","1.08","1.08","1.08"
0,0,"Male","85-89","Colon and rectum cancer","Diet high in red meat","Relative Risk 2.5",23,65,"g/day","1.06","1.06","1.06","1.06","1.06"
0,0,"Male","85-89","Colon and rectum cancer","Diet high in red meat","Relative Risk 97.5",23,65,"g/day","1.09","1.09","1.09","1.09","1.09"
0,0,"Female","85-89","Colon and rectum cancer","Diet high in red meat","Relative Risk",23,65,"g/day","1.08","1.08","1.08","1.08","1.08"
0,0,"Female","85-89","Colon and rectum cancer","Diet high in red meat","Relative Risk 2.5",23,65,"g/day","1.06","1.06","1.06","1.06","1.06"
0,0,"Female","85-89","Colon and rectum cancer","Diet high in red meat","Relative Risk 97.5",23,65,"g/day","1.09","1.09","1.09","1.09","1.09"
0,0,"Male","85-89","Ischemic heart disease","Diet high in red meat","Relative Risk",23,65,"g/day","1.12","1.12","1.12","1.12","1.12"
0,0,"Male","85-89","Ischemic heart disease","Diet high in red meat","Relative Risk 2.5",23,65,"g/day","1.09","1.09","1.09","1.09","1.09"
0,0,"Male","85-89","Ischemic heart disease","Diet high in red meat","Relative Risk 97.5",23,65,"g/day","1.16","1.16","1.16","1.16","1.16"
0,0,"Female","85-89","Ischemic heart disease","Diet high in red meat","Relative Risk",23,65,"g/day","1.12","1.12","1.12","1.12","1.12"
0,0,"Female","85-89","Ischemic heart disease","Diet high in red meat","Relative Risk 2.5",23,65,"g/day","1.09","1.09","1.09","1.09","1.09"
0,0,"Female","85-89","Ischemic heart disease","Diet high in red meat","Relative Risk 97.5",23,65,"g/day","1.16","1.16","1.16","1.16","1.16"
0,0,"Male","85-89","Ischemic stroke","Diet high in red meat","Relative Risk",23,65,"g/day","1.06","1.06","1.06","1.06","1.06"
0,0,"Male","85-89","Ischemic stroke","Diet high in red meat","Relative Risk 2.5",23,65,"g/day","1.04","1.04","1.04","1.04","1.04"
0,0,"Male","85-89","Ischemic stroke","Diet high in red meat","Relative Risk 97.5",23,65,"g/day","1.09","1.09","1.09","1.09","1.09"
0,0,"Female","85-89","Ischemic stroke","Diet high in red meat","Relative Risk",23,65,"g/day","1.06","1.06","1.06","1.06","1.06"
0,0,"Female","85-89","Ischemic stroke","Diet high in red meat","Relative Risk 2.5",23,65,"g/day","1.04","1.04","1.04","1.04","1.04"
0,0,"Female","85-89","Ischemic stroke","Diet high in red meat","Relative Risk 97.5",23,65,"g/day","1.09","1.09","1.09","1.09","1.09"
0,0,"Male","85-89","Intracerebral hemorrhage","Diet high in red meat","Relative Risk",23,65,"g/day","1.06","1.06","1.06","1.06","1.06"
0,0,"Male","85-89","Intracerebral hemorrhage","Diet high in red meat","Relative Risk 2.5",23,65,"g/day","1.04","1.04","1.04","1.04","1.04"
0,0,"Male","85-89","Intracerebral hemorrhage","Diet high in red meat","Relative Risk 97.5",23,65,"g/day","1.09","1.09","1.09","1.09","1.09"
0,0,"Female","85-89","Intracerebral hemorrhage","Diet high in red meat","Relative Risk",23,65,"g/day","1.06","1.06","1.06","1.06","1.06"
0,0,"Female","85-89","Intracerebral hemorrhage","Diet high in red meat","Relative Risk 2.5",23,65,"g/day","1.04","1.04","1.04","1.04","1.04"
0,0,"Female","85-89","Intracerebral hemorrhage","Diet high in red meat","Relative Risk 97.5",23,65,"g/day","1.09","1.09","1.09","1.09","1.09"
0,0,"Male","85-89","Subarachnoid hemorrhage","Diet high in red meat","Relative Risk",23,65,"g/day","1.06","1.06","1.06","1.06","1.06"
0,0,"Male","85-89","Subarachnoid hemorrhage","Diet high in red meat","Relative Risk 2.5",23,65,"g/day","1.04","1.04","1.04","1.04","1.04"
0,0,"Male","85-89","Subarachnoid hemorrhage","Diet high in red meat","Relative Risk 97.5",23,65,"g/day","1.09","1.09","1.09","1.09","1.09"
0,0,"Female","85-89","Subarachnoid hemorrhage","Diet high in red meat","Relative Risk",23,65,"g/day","1.06","1.06","1.06","1.06","1.06"
0,0,"Female","85-89","Subarachnoid hemorrhage","Diet high in red meat","Relative Risk 2.5",23,65,"g/day","1.04","1.04","1.04","1.04","1.04"
0,0,"Female","85-89","Subarachnoid hemorrhage","Diet high in red meat","Relative Risk 97.5",23,65,"g/day","1.09","1.09","1.09","1.09","1.09"
0,0,"Male","85-89","Diabetes mellitus type 2","Diet high in red meat","Relative Risk",23,65,"g/day","1.08","1.08","1.08","1.08","1.08"
0,0,"Male","85-89","Diabetes mellitus type 2","Diet high in red meat","Relative Risk 2.5",23,65,"g/day","1.02","1.02","1.02","1.02","1.02"
0,0,"Male","85-89","Diabetes mellitus type 2","Diet high in red meat","Relative Risk 97.5",23,65,"g/day","1.14","1.14","1.14","1.14","1.14"
0,0,"Female","85-89","Diabetes mellitus type 2","Diet high in red meat","Relative Risk",23,65,"g/day","1.08","1.08","1.08","1.08","1.08"
0,0,"Female","85-89","Diabetes mellitus type 2","Diet high in red meat","Relative Risk 2.5",23,65,"g/day","1.02","1.02","1.02","1.02","1.02"
0,0,"Female","85-89","Diabetes mellitus type 2","Diet high in red meat","Relative Risk 97.5",23,65,"g/day","1.14","1.14","1.14","1.14","1.14"
0,0,"Male","85-89","Cardiovascular diseases","Diet high in red meat","Relative Risk",23,65,"g/day","1.12","1.12","1.12","1.12","1.12"
0,0,"Male","85-89","Cardiovascular diseases","Diet high in red meat","Relative Risk 2.5",23,65,"g/day","1.09","1.09","1.09","1.09","1.09"
0,0,"Male","85-89","Cardiovascular diseases","Diet high in red meat","Relative Risk 97.5",23,65,"g/day","1.16","1.16","1.16","1.16","1.16"
0,0,"Female","85-89","Cardiovascular diseases","Diet high in red meat","Relative Risk",23,65,"g/day","1.12","1.12","1.12","1.12","1.12"
0,0,"Female","85-89","Cardiovascular diseases","Diet high in red meat","Relative Risk 2.5",23,65,"g/day","1.09","1.09","1.09","1.09","1.09"
0,0,"Female","85-89","Cardiovascular diseases","Diet high in red meat","Relative Risk 97.5",23,65,"g/day","1.16","1.16","1.16","1.16","1.16"
0,0,"Male","85-89","Stroke","Diet high in red meat","Relative Risk",23,65,"g/day","1.06","1.06","1.06","1.06","1.06"
0,0,"Male","85-89","Stroke","Diet high in red meat","Relative Risk 2.5",23,65,"g/day","1.04","1.04","1.04","1.04","1.04"
0,0,"Male","85-89","Stroke","Diet high in red meat","Relative Risk 97.5",23,65,"g/day","1.09","1.09","1.09","1.09","1.09"
0,0,"Female","85-89","Stroke","Diet high in red meat","Relative Risk",23,65,"g/day","1.06","1.06","1.06","1.06","1.06"
0,0,"Female","85-89","Stroke","Diet high in red meat","Relative Risk 2.5",23,65,"g/day","1.04","1.04","1.04","1.04","1.04"
0,0,"Female","85-89","Stroke","Diet high in red meat","Relative Risk 97.5",23,65,"g/day","1.09","1.09","1.09","1.09","1.09"
0,0,"Male","85-89","Stomach cancer","Diet high in red meat","Relative Risk",23,65,"g/day","1.08","1.08","1.08","1.08","1.08"
0,0,"Male","85-89","Stomach cancer","Diet high in red meat","Relative Risk 2.5",23,65,"g/day","1.06","1.06","1.06","1.06","1.06"
0,0,"Male","85-89","Stomach cancer","Diet high in red meat","Relative Risk 97.5",23,65,"g/day","1.09","1.09","1.09","1.09","1.09"
0,0,"Female","85-89","Stomach cancer","Diet high in red meat","Relative Risk",23,65,"g/day","1.08","1.08","1.08","1.08","1.08"
0,0,"Female","85-89","Stomach cancer","Diet high in red meat","Relative Risk 2.5",23,65,"g/day","1.06","1.06","1.06","1.06","1.06"
0,0,"Female","85-89","Stomach cancer","Diet high in red meat","Relative Risk 97.5",23,65,"g/day","1.09","1.09","1.09","1.09","1.09"
0,0,"Male","85-89","Tracheal, bronchus, and lung cancer","Diet high in red meat","Relative Risk",23,65,"g/day","1.08","1.08","1.08","1.08","1.08"
0,0,"Male","85-89","Tracheal, bronchus, and lung cancer","Diet high in red meat","Relative Risk 2.5",23,65,"g/day","1.06","1.06","1.06","1.06","1.06"
0,0,"Male","85-89","Tracheal, bronchus, and lung cancer","Diet high in red meat","Relative Risk 97.5",23,65,"g/day","1.09","1.09","1.09","1.09","1.09"
